36.123,-0.954,-0.020,0.003,DEV1
36.131,-0.945,-0.013,0.014,DEV1
36.140,-0.941,-0.013,0.017,DEV1
36.147,-0.951,-0.007,0.001,DEV1
36.155,-0.962,-0.012,0.001,DEV1
36.163,-0.956,-0.018,0.003,DEV1
36.171,-0.962,-0.019,0.012,DEV1
36.178,-0.941,-0.012,0.014,DEV1
36.187,-0.958,-0.010,0.011,DEV1
36.195,-0.945,-0.011,0.008,DEV1
36.202,-0.972,-0.015,0.003,DEV1
36.210,-0.963,-0.016,0.013,DEV1
36.218,-0.952,-0.017,0.000,DEV1
36.227,-0.958,-0.013,0.000,DEV1
36.234,-0.941,-0.011,0.014,DEV1
36.242,-0.973,-0.023,0.010,DEV1
36.250,-0.967,-0.011,0.006,DEV1
36.257,-0.963,-0.015,0.007,DEV1
36.265,-0.969,-0.020,-0.008,DEV1
36.274,-0.963,-0.016,0.002,DEV1
36.282,-0.939,-0.005,0.012,DEV1
36.289,-0.947,-0.012,0.006,DEV1
36.297,-0.968,-0.018,0.011,DEV1
36.305,-0.938,-0.010,0.012,DEV1
36.313,-0.964,-0.016,0.010,DEV1
36.321,-0.958,-0.017,0.011,DEV1
36.329,-0.957,-0.008,0.010,DEV1
36.337,-0.962,-0.021,0.002,DEV1
36.344,-0.959,-0.018,0.003,DEV1
36.353,-0.943,-0.012,0.007,DEV1
36.361,-0.962,-0.013,0.012,DEV1
36.368,-0.960,-0.015,-0.005,DEV1
36.376,-0.958,-0.015,0.006,DEV1
36.384,-0.966,-0.013,0.011,DEV1
36.392,-0.960,-0.011,0.009,DEV1
36.400,-0.947,-0.005,0.009,DEV1
36.408,-0.947,-0.009,0.004,DEV1
36.416,-0.951,-0.017,-0.009,DEV1
36.423,-0.934,-0.010,0.007,DEV1
36.431,-0.942,-0.009,0.005,DEV1
36.440,-0.971,-0.016,0.008,DEV1
36.448,-0.966,-0.024,0.008,DEV1
36.455,-0.947,-0.010,0.010,DEV1
36.463,-0.942,-0.009,0.009,DEV1
36.471,-0.965,-0.014,0.009,DEV1
36.478,-0.951,-0.012,-0.002,DEV1
36.487,-0.965,-0.015,0.006,DEV1
36.495,-0.942,-0.005,0.019,DEV1
36.503,-0.944,-0.009,0.010,DEV1
36.510,-0.951,-0.019,-0.001,DEV1
36.518,-0.952,-0.011,0.006,DEV1
36.527,-0.962,-0.012,0.004,DEV1
36.535,-0.944,-0.013,0.007,DEV1
36.542,-0.968,-0.025,0.007,DEV1
36.550,-0.951,-0.012,0.001,DEV1
36.558,-0.943,-0.006,0.001,DEV1
36.566,-0.953,-0.021,0.003,DEV1
36.574,-0.945,-0.017,0.009,DEV1
