65.814,0.000,0.009,0.945
265.849,-0.002,0.015,0.949
265.886,0.000,0.012,0.951
265.921,0.000,0.013,0.957
265.956,0.000,0.009,0.955
265.992,-0.003,0.013,0.953
266.029,0.002,0.014,0.945
266.063,0.000,0.019,0.948
266.098,0.002,0.017,0.946
266.134,-0.003,0.018,0.945
266.172,0.000,0.013,0.940
266.206,0.005,0.017,0.950
266.242,0.002,0.006,0.946
266.276,-0.002,0.015,0.959
266.314,0.002,0.020,0.947
266.348,0.004,0.010,0.955
266.384,0.003,0.011,0.950
266.419,0.007,0.019,0.942
266.455,-0.003,0.016,0.948
266.491,-0.001,0.016,0.949
266.528,-0.006,0.008,0.949
266.564,0.006,0.015,0.949
266.599,-0.000,0.008,0.951
266.637,-0.005,0.016,0.948
266.673,-0.001,0.015,0.951
266.710,-0.004,0.013,0.950
266.745,-0.001,0.011,0.955
266.782,-0.001,0.013,0.951
266.818,0.003,0.013,0.953
266.853,0.000,0.018,0.951
266.888,0.009,0.014,0.958
266.924,0.002,0.012,0.950
266.958,-0.000,0.014,0.946
266.996,0.005,0.011,0.952
267.030,-0.004,0.013,0.949
267.068,0.001,0.015,0.954
267.103,0.001,0.009,0.961
267.138,0.003,0.017,0.939
267.173,0.000,0.011,0.953
267.208,0.002,0.013,0.948
267.244,0.004,0.005,0.946
267.279,0.002,0.016,0.944
267.315,-0.004,0.005,0.953
267.352,0.008,0.014,0.955
267.386,0.002,0.014,0.955
267.421,0.002,0.012,0.957
267.457,0.004,0.011,0.955
267.492,-0.001,0.011,0.957
267.530,0.003,0.015,0.949
267.564,-0.005,0.013,0.951
267.601,0.008,0.016,0.951
267.636,-0.000,0.012,0.956
267.673,-0.001,0.010,0.947
267.710,0.005,0.013,0.953
267.744,0.002,0.011,0.948
267.780,0.003,0.016,0.947
267.814,0.000,0.011,0.951
267.850,0.003,0.016,0.951
267.885,-0.001,0.007,0.941
267.923,0.001,0.014,0.945
267.957,-0.003,0.015,0.953
267.995,0.006,0.014,0.956
268.028,-0.004,0.017,0.940
268.066,-0.002,0.007,0.952
268.103,0.004,0.013,0.944
268.137,0.007,0.019,0.950
268.173,0.006,0.012,0.952
268.208,0.001,0.016,0.955
268.243,-0.001,0.011,0.949
268.280,0.005,0.009,0.951
268.315,-0.001,0.016,0.955
268.352,-0.003,0.010,0.961
268.389,0.002,0.012,0.954
268.423,0.004,0.008,0.955
268.459,0.001,0.011,0.954
268.493,0.000,0.013,0.955
268.529,-0.003,0.012,0.952
268.567,0.005,0.018,0.951
268.601,-0.002,0.016,0.945
268.639,0.002,0.012,0.944
268.673,-0.003,0.014,0.953
268.710,0.003,0.016,0.951
268.744,0.001,0.012,0.940
268.780,0.001,0.017,0.950
268.815,0.000,0.010,0.945
268.851,-0.002,0.009,0.948
268.888,0.005,0.019,0.948
268.922,-0.001,0.013,0.952
268.959,-0.001,0.016,0.948
268.996,0.000,0.012,0.949
269.030,-0.001,0.017,0.942
269.068,-0.002,0.010,0.951
269.105,-0.000,0.012,0.953
269.140,0.000,0.015,0.949
269.175,0.008,0.010,0.944
269.210,-0.008,0.017,0.951
269.248,-0.002,0.010,0.954
269.284,0.003,0.009,0.946
269.319,-0.001,0.018,0.942
269.356,0.001,0.016,0.946
269.390,-0.001,0.015,0.952
269.427,0.005,0.012,0.953
269.462,0.002,0.013,0.935
269.498,-0.001,0.016,0.948
269.535,0.003,0.005,0.950
269.570,0.004,0.013,0.951
269.604,0.000,0.017,0.951
269.640,-0.006,0.015,0.946
269.677,0.002,0.015,0.954
269.712,0.001,0.009,0.947
269.747,-0.000,0.011,0.953
269.785,-0.000,0.017,0.946
269.820,0.006,0.016,0.948
269.855,0.001,0.012,0.952
269.890,0.005,0.012,0.949
269.926,-0.001,0.018,0.944
269.964,0.001,0.016,0.955
269.998,-0.001,0.020,0.952
270.035,-0.000,0.013,0.948
270.071,0.005,0.018,0.946
270.106,0.000,0.009,0.945
270.141,0.009,0.010,0.950
270.177,0.004,0.012,0.952
270.212,0.001,0.008,0.960
270.247,0.000,0.007,0.951
270.282,0.005,0.015,0.948
270.318,0.001,0.014,0.948
270.353,-0.002,0.014,0.948
270.391,-0.003,0.011,0.946
270.428,0.003,0.010,0.948
270.461,-0.000,0.009,0.944
270.499,0.003,0.010,0.956
270.533,0.005,0.020,0.957
270.569,0.001,0.012,0.943
270.604,0.003,0.013,0.953
270.640,-0.000,0.010,0.948
270.676,0.000,0.015,0.953
270.711,0.004,0.015,0.951
270.746,0.003,0.011,0.955
270.782,-0.003,0.016,0.938
270.819,0.005,0.011,0.948
270.854,-0.001,0.015,0.958
270.891,0.003,0.020,0.948
270.925,0.004,0.015,0.949
270.960,0.006,0.008,0.951
270.996,0.003,0.009,0.952
271.032,0.000,0.017,0.954
271.067,0.004,0.005,0.940
271.102,-0.005,0.011,0.945
271.139,0.000,0.015,0.957
271.174,-0.005,0.014,0.955
271.211,0.001,0.013,0.954
271.246,0.005,0.015,0.950
271.281,0.004,0.013,0.949
271.316,-0.003,0.014,0.950
271.353,0.000,0.017,0.942
271.388,0.005,0.016,0.944
271.423,-0.001,0.013,0.954
271.461,-0.003,0.010,0.948
271.498,-0.003,0.010,0.937
271.534,0.000,0.016,0.955
271.568,0.002,0.011,0.946
271.603,-0.000,0.014,0.953
271.641,0.005,0.011,0.948
271.675,-0.001,0.013,0.947
271.713,-0.004,0.020,0.953
271.749,0.003,0.006,0.954
271.783,0.003,0.015,0.945
271.818,0.004,0.016,0.948
271.854,0.003,0.014,0.952
271.889,0.000,0.012,0.955
271.925,0.002,0.006,0.950
271.960,-0.003,0.014,0.948
271.997,0.001,0.010,0.957
272.032,0.004,0.012,0.942
