99.388,-0.936,-0.014,0.066,DEV1
99.396,-0.966,-0.011,-0.007,DEV1
99.404,-0.964,-0.016,-0.039,DEV1
99.412,-0.944,-0.010,-0.023,DEV1
99.420,-0.964,-0.021,0.012,DEV1
99.428,-0.964,-0.020,0.032,DEV1
99.436,-0.969,-0.027,0.004,DEV1
99.444,-0.947,-0.007,-0.019,DEV1
99.451,-0.958,-0.009,-0.002,DEV1
99.460,-0.941,-0.018,-0.001,DEV1
99.468,-0.959,-0.014,-0.046,DEV1
99.476,-0.951,-0.016,0.014,DEV1
99.484,-0.940,-0.011,0.029,DEV1
99.491,-0.953,-0.019,0.027,DEV1
99.500,-0.934,-0.002,0.040,DEV1
99.508,-0.960,-0.013,-0.023,DEV1
99.516,-0.944,-0.013,0.007,DEV1
99.523,-0.941,-0.017,0.063,DEV1
99.531,-0.939,-0.001,0.011,DEV1
99.539,-0.956,-0.014,0.024,DEV1
99.547,-0.935,-0.021,0.011,DEV1
99.555,-0.949,-0.012,0.005,DEV1
99.563,-0.963,-0.014,-0.028,DEV1
99.571,-0.959,-0.010,0.024,DEV1
99.578,-0.960,-0.013,-0.014,DEV1
99.587,-0.951,-0.016,-0.035,DEV1
99.595,-0.957,-0.028,-0.004,DEV1
99.603,-0.931,-0.017,0.052,DEV1
99.611,-0.930,-0.019,0.045,DEV1
99.618,-0.960,-0.016,-0.008,DEV1
99.627,-0.945,-0.006,-0.056,DEV1
99.635,-0.951,0.001,0.032,DEV1
99.643,-0.949,-0.014,0.034,DEV1
99.650,-0.962,-0.015,0.005,DEV1
99.658,-0.958,-0.028,0.021,DEV1
99.666,-0.961,-0.022,0.033,DEV1
99.675,-0.967,-0.009,-0.078,DEV1
99.682,-0.949,-0.005,-0.015,DEV1
99.690,-0.957,-0.016,0.051,DEV1
99.698,-0.981,-0.032,0.052,DEV1
99.706,-0.944,-0.010,-0.008,DEV1
99.714,-0.960,-0.013,0.005,DEV1
99.722,-0.941,-0.017,-0.023,DEV1
99.730,-0.965,-0.010,-0.024,DEV1
99.738,-0.954,-0.014,-0.003,DEV1
99.746,-0.964,-0.012,0.031,DEV1
