0.030,0.991,-0.127
0.032,0.997,-0.085
-0.024,0.999,0.031
0.019,0.997,-0.035
0.021,0.998,-0.067
0.032,1.002,-0.066
0.030,1.000,-0.078
0.034,0.992,-0.078
0.031,0.992,-0.083
0.031,1.001,-0.080
0.036,0.999,-0.077
0.024,0.999,-0.082
0.028,0.999,-0.077
0.031,1.003,-0.078
0.029,0.991,-0.080
0.030,0.993,-0.080
0.029,0.998,-0.069
0.037,1.001,-0.068
0.029,0.995,-0.087
0.026,0.995,-0.077
0.029,1.001,-0.076
0.026,0.999,-0.077
0.030,0.998,-0.073
0.028,0.995,-0.077
0.028,0.998,-0.070
0.035,1.006,-0.125
0.026,1.001,-0.098
0.023,0.998,-0.111
0.033,1.000,-0.128
0.031,1.006,-0.096
0.028,0.991,-0.111
0.026,0.994,-0.061
0.042,0.998,-0.083
0.014,0.999,-0.014
0.015,0.993,-0.011
0.013,0.991,-0.021
0.009,0.993,-0.004
0.024,0.997,-0.003
0.019,0.999,-0.030
0.026,0.999,-0.072
0.031,0.991,-0.048
0.032,1.000,-0.091
0.034,0.996,-0.107
0.051,0.997,-0.148
0.043,0.999,-0.141
0.032,0.993,-0.136
0.042,1.003,-0.171
0.033,0.994,-0.131
0.023,0.995,-0.104
0.040,0.994,-0.128
0.027,0.997,-0.093
0.031,1.001,-0.117
0.031,0.997,-0.074
0.032,1.000,-0.086
0.013,0.991,-0.015
0.017,0.989,-0.012
0.015,0.994,-0.020
0.014,0.983,0.010
0.016,0.993,-0.027
0.011,0.995,-0.017
0.009,0.996,-0.005
0.006,0.991,0.009
0.017,0.988,-0.015
0.016,0.992,-0.020
0.016,0.992,0.022
0.018,0.990,-0.024
0.028,0.989,-0.059
0.013,1.003,0.019
0.029,0.993,-0.079
0.012,0.994,-0.065
0.014,0.992,-0.007
0.010,1.001,-0.021
0.013,1.002,-0.011
0.010,0.997,0.015
0.013,0.993,-0.013
0.015,0.993,-0.007
0.012,0.995,-0.002
0.015,1.000,-0.006
0.033,0.996,-0.066
0.042,0.997,-0.046
0.036,1.003,-0.081
0.036,1.002,-0.123
0.025,0.999,-0.065
0.034,1.001,-0.122
0.039,0.997,-0.138
0.042,1.009,-0.148
0.049,0.995,-0.140
0.035,0.992,-0.130
0.026,1.007,-0.101
0.036,1.004,-0.134
0.028,0.998,-0.126
0.032,0.999,-0.103
0.032,1.000,-0.090
0.032,0.993,-0.101
0.024,1.000,-0.040
0.020,0.997,-0.040
0.029,0.990,-0.050
0.017,0.997,-0.003
0.004,0.990,-0.000
0.007,0.992,0.030
0.020,0.988,-0.058
0.002,0.996,0.008
0.029,0.994,-0.055
0.022,0.998,-0.031
0.018,0.998,-0.006
0.008,0.999,0.011
0.011,0.992,-0.013
0.014,0.985,-0.012
0.022,0.994,0.003
0.018,0.999,-0.063
0.015,1.001,-0.047
0.013,0.996,-0.070
0.001,1.001,0.019
0.023,0.993,-0.057
0.025,1.001,-0.071
0.005,0.990,-0.005
0.015,0.994,-0.019
0.012,0.996,-0.020
0.010,0.989,0.000
0.015,0.992,-0.021
0.021,0.995,-0.038
0.010,0.998,-0.006
0.016,0.990,-0.000
0.019,1.004,0.011
0.021,0.997,0.008
0.019,0.990,-0.021
0.018,0.989,-0.036
0.019,0.995,0.002
0.027,0.993,-0.078
0.017,0.995,-0.025
0.008,0.998,-0.005
0.012,0.993,0.019
0.009,0.989,-0.012
0.017,0.995,-0.027
0.011,0.992,-0.015
0.011,0.993,-0.004
0.016,0.993,-0.002
0.026,0.997,-0.041
0.022,0.992,0.023
0.014,0.995,0.004
0.025,1.000,-0.010
0.011,0.988,0.008
0.030,0.991,-0.089
0.013,1.000,-0.010
0.019,0.997,-0.061
0.022,0.998,-0.023
0.009,0.994,-0.001
0.002,0.989,-0.000
0.016,0.993,-0.012
0.007,0.997,0.017
0.008,0.990,-0.020
0.013,0.995,-0.010
0.009,0.993,-0.030
0.012,0.995,0.013
0.022,0.995,-0.035
0.011,0.991,-0.048
0.021,0.989,-0.004
0.006,0.990,-0.003
0.016,0.991,-0.010
0.012,0.993,-0.018
0.020,0.991,-0.020
0.015,0.993,0.007
0.018,0.998,-0.034
0.015,0.995,0.002
0.028,0.999,-0.063
0.024,1.000,-0.090
0.033,0.994,-0.073
0.021,0.997,-0.071
0.009,0.996,-0.041
0.007,1.002,-0.034
0.024,0.997,-0.036
0.014,1.003,0.001
0.022,0.994,-0.067
0.023,1.001,-0.067
0.015,0.998,-0.038
0.017,0.989,-0.036
0.030,0.993,-0.061
0.003,0.993,-0.010
0.016,0.995,-0.019
0.019,0.990,-0.050
0.006,0.995,0.019
0.021,0.999,-0.061
0.022,1.001,-0.048
0.005,0.996,0.004
0.028,1.000,-0.077
0.025,0.996,-0.064
0.026,0.996,-0.034
0.020,0.992,-0.055
0.028,0.996,-0.044
0.014,0.990,-0.007
0.021,0.994,-0.026
0.012,0.997,-0.025
0.013,0.999,0.010
0.022,0.997,-0.048
0.025,0.990,-0.057
0.019,0.992,-0.021
0.016,0.993,-0.017
0.016,0.991,-0.020
0.015,0.994,-0.009
0.013,0.995,0.012
0.030,0.990,-0.048
0.018,0.992,-0.045
0.011,1.000,0.006
0.024,0.998,-0.062
0.027,0.997,-0.059
0.013,0.990,-0.015
0.013,0.995,-0.001
0.013,0.998,-0.034
0.012,0.997,0.004
0.022,0.994,-0.058
0.026,0.995,-0.049
0.003,0.995,-0.013
0.009,0.993,-0.013
0.014,0.990,-0.018
0.010,0.997,0.012
0.013,0.985,-0.021
0.013,0.993,-0.019
0.017,1.000,-0.029
0.014,0.996,-0.010
0.016,0.994,-0.011
0.012,0.999,-0.005
0.018,0.992,0.005
0.014,0.990,-0.022
0.014,1.003,0.007
0.033,0.997,-0.063
0.026,1.004,-0.033
0.018,0.991,-0.016
0.013,0.991,-0.016
0.009,0.994,0.006
0.004,0.996,-0.027
0.025,0.986,-0.052
0.012,0.994,-0.031
0.011,0.993,-0.026
0.014,0.992,-0.011
0.022,0.995,-0.003
0.009,0.993,0.002
0.031,0.990,-0.037
0.011,0.993,0.011
0.029,0.990,-0.088
0.005,0.991,-0.004
0.008,0.994,-0.023
0.017,0.995,-0.015
0.008,0.994,0.004
0.028,0.994,-0.075
0.028,1.006,-0.054
0.019,0.993,-0.023
0.018,0.995,-0.031
0.012,1.002,-0.034
-0.003,0.999,0.015
0.010,0.990,-0.001
0.010,0.995,0.005
0.004,0.989,-0.006
0.015,0.993,0.011
0.022,0.996,-0.068
0.016,0.997,-0.020
0.027,0.997,-0.057
0.013,0.995,-0.039
0.007,0.988,-0.005
0.005,0.994,0.012
0.034,0.994,-0.090
0.002,0.988,-0.004
0.010,0.995,0.000
0.024,0.995,-0.074
0.033,0.993,-0.094
0.015,0.995,-0.043
0.017,0.993,-0.032
0.015,0.991,0.006
0.017,0.984,-0.055
0.020,0.991,-0.061
0.016,0.992,-0.042
0.001,0.988,0.011
0.027,0.995,-0.088
0.033,0.994,-0.055
0.022,0.990,-0.026
0.020,0.982,-0.056
0.029,0.994,-0.055
0.007,0.996,0.009
0.030,0.999,-0.085
0.023,0.999,-0.060
0.018,0.992,-0.021
0.025,0.997,-0.042
0.006,1.000,0.021
0.029,0.984,-0.064
0.027,0.993,-0.085
0.016,0.990,-0.009
0.004,0.993,-0.022
0.018,0.991,-0.059
0.009,0.987,-0.010
0.015,0.987,0.011
0.019,0.999,-0.040
0.015,0.993,-0.040
0.004,0.992,0.005
0.021,0.997,-0.039
0.034,0.992,-0.088
0.013,1.000,-0.033
0.008,0.996,-0.003
0.016,0.998,-0.001
0.010,0.995,-0.035
0.013,0.990,-0.014
0.012,0.999,0.009
0.012,0.995,-0.056
0.017,0.996,-0.041
0.021,0.999,-0.075
0.016,0.997,-0.024
0.019,0.993,-0.017
0.018,0.995,-0.039
0.007,0.994,-0.005
0.013,0.996,0.001
0.022,0.994,-0.064
0.032,0.992,-0.065
0.018,0.999,-0.009
0.021,0.994,-0.056
0.022,0.989,-0.039
0.018,1.004,-0.014
0.003,0.992,-0.011
0.022,0.991,-0.059
0.011,0.989,0.004
0.022,0.992,-0.065
0.016,0.999,-0.080
0.016,0.991,-0.023
0.024,0.994,-0.076
0.031,0.998,-0.113
0.022,1.001,-0.037
0.029,0.995,-0.056
0.032,0.998,-0.101
0.028,0.994,-0.107
0.021,1.004,-0.068
0.027,0.995,-0.065
0.021,0.996,-0.089
0.020,0.997,-0.077
0.025,0.990,-0.064
0.030,0.994,-0.103
0.021,0.993,-0.040
0.032,0.999,-0.074
0.025,0.996,-0.127
0.022,0.999,-0.046
0.027,1.000,-0.084
0.025,0.990,-0.065
0.026,1.003,-0.089
0.021,1.002,-0.078
0.024,0.990,-0.060
0.031,0.998,-0.107
0.031,0.998,-0.135
0.014,0.989,-0.092
0.021,1.000,-0.082
0.028,1.007,-0.121
0.023,0.991,-0.111
0.025,0.998,-0.140
0.027,0.992,-0.098
0.022,0.990,-0.121
0.032,0.995,-0.128
0.031,0.992,-0.142
0.028,0.999,-0.123
0.018,0.990,-0.117
0.030,0.994,-0.111
0.042,0.996,-0.171
0.028,0.998,-0.103
0.032,1.004,-0.138
0.027,0.995,-0.130
0.031,0.999,-0.109
0.030,1.003,-0.146
0.040,1.007,-0.143
0.052,1.009,-0.185
0.042,1.003,-0.162
0.045,1.003,-0.142
0.047,0.997,-0.158
0.035,1.001,-0.125
0.044,0.996,-0.156
0.032,0.996,-0.166
0.047,1.003,-0.205
0.026,1.005,-0.148
0.037,1.000,-0.115
0.039,1.001,-0.157
0.030,0.997,-0.103
0.022,0.998,-0.084
0.033,1.001,-0.155
0.021,1.000,-0.119
0.024,0.991,-0.079
0.027,1.001,-0.090
0.031,0.994,-0.084
0.030,0.993,-0.029
0.029,1.001,-0.066
0.026,0.994,-0.048
0.024,0.994,-0.019
0.031,0.998,-0.078
0.022,0.998,-0.030
0.021,0.986,-0.012
0.031,0.990,-0.026
0.014,0.997,-0.008
0.025,0.986,-0.050
0.018,0.990,-0.052
0.018,0.991,-0.028
0.017,0.995,-0.003
0.010,0.994,0.029
0.012,0.994,0.008
0.026,0.999,-0.059
0.021,0.996,-0.074
0.023,0.997,-0.093
0.021,0.996,-0.079
0.024,0.998,-0.110
0.033,1.000,-0.118
0.021,0.998,-0.121
0.016,0.995,-0.097
0.026,0.993,-0.139
0.027,0.998,-0.111
0.032,0.999,-0.129
0.020,0.997,-0.084
0.026,0.999,-0.114
0.035,0.998,-0.150
0.023,1.000,-0.115
0.031,1.004,-0.137
0.037,0.995,-0.169
0.031,0.999,-0.155
0.040,0.995,-0.134
0.036,0.997,-0.158
0.033,0.995,-0.162
0.047,1.002,-0.153
0.030,1.004,-0.127
0.038,0.996,-0.174
0.044,1.003,-0.153
0.025,1.006,-0.139
0.038,1.008,-0.169
0.040,1.001,-0.146
0.043,1.001,-0.142
0.040,1.002,-0.154
0.030,1.004,-0.138
0.042,0.999,-0.162
0.042,1.004,-0.172
0.044,1.000,-0.167
0.044,0.996,-0.146
0.044,1.003,-0.154
0.025,0.999,-0.135
0.037,1.009,-0.152
0.034,1.001,-0.133
0.041,1.003,-0.161
0.035,1.004,-0.159
0.038,1.000,-0.139
0.047,1.004,-0.154
0.043,0.996,-0.161
0.035,0.995,-0.142
0.034,0.998,-0.162
0.022,0.997,-0.123
0.043,1.003,-0.134
0.024,0.995,-0.114
0.028,0.997,-0.116
0.024,0.995,-0.115
0.026,0.999,-0.131
0.031,0.998,-0.115
0.030,0.997,-0.056
0.026,0.993,-0.048
0.021,0.990,-0.061
0.022,0.986,-0.063
0.009,0.992,-0.023
0.009,0.992,0.028
0.020,0.990,-0.051
0.020,0.995,-0.033
0.009,0.987,-0.005
0.013,0.993,-0.002
-0.006,0.989,0.022
0.013,0.991,0.025
0.012,0.995,-0.005
0.013,0.990,-0.011
0.011,0.997,0.005
-0.002,0.990,0.017
0.003,0.994,0.015
0.010,0.984,0.003
0.018,0.989,-0.050
0.024,0.992,-0.043
0.009,0.995,0.000
0.011,1.000,-0.045
0.018,1.001,-0.046
0.018,0.990,-0.007
