"78.89,-96.86,-13.81"
"78.75,-96.82,-13.68"
"78.73,-96.85,-13.47"
"78.70,-96.86,-12.61"
"78.75,-96.83,-12.28"
"78.78,-96.79,-12.28"
"78.95,-96.68,-12.32"
"79.59,-92.99,-12.34"
"80.02,-92.92,-12.34"
"80.34,-92.93,-12.39"
"80.62,-92.96,-12.34"
"80.99,-92.99,-12.29"
"81.27,-93.05,-12.18"
"81.47,-93.08,-12.10"
"81.67,-93.10,-12.04"
"81.84,-93.05,-12.02"
"81.93,-93.12,-11.92"
"82.10,-93.17,-11.85"
"82.18,-93.12,-11.82"
"82.44,-93.11,-11.70"
"82.50,-93.11,-11.67"
"82.48,-93.05,-11.66"
"82.49,-93.06,-11.74"
"82.47,-93.02,-11.77"
"82.51,-93.00,-11.77"
"82.57,-93.05,-11.72"
"82.65,-93.06,-11.67"
"82.77,-93.08,-11.59"
"82.84,-93.08,-11.53"
"82.93,-93.09,-11.45"
"82.98,-93.13,-11.40"
"83.11,-93.11,-11.40"
"83.00,-93.04,-11.42"
"83.08,-93.02,-11.40"
"82.95,-93.02,-11.44"
"82.94,-92.96,-11.46"
"82.92,-92.97,-11.53"
"82.91,-92.96,-11.57"
"82.92,-93.01,-11.56"
"82.92,-93.03,-11.57"
"83.04,-93.09,-11.48"
"83.12,-93.11,-11.45"
"83.10,-93.05,-11.44"
"83.12,-93.05,-11.42"
"83.13,-93.06,-11.38"
"83.23,-93.11,-11.30"
"83.31,-93.11,-11.19"
"83.23,-93.02,-11.32"
"83.15,-92.95,-11.40"
"83.15,-92.98,-11.43"
"83.10,-92.96,-11.50"
"83.01,-92.96,-11.52"
"83.04,-93.02,-11.53"
"83.05,-93.02,-11.42"
"83.11,-93.08,-11.36"
"83.18,-93.10,-11.29"
"83.13,-93.07,-11.30"
"83.19,-93.00,-11.32"
"83.16,-93.01,-11.32"
"83.19,-93.02,-11.35"
"83.18,-93.09,-11.32"
"83.25,-93.10,-11.23"
"83.15,-93.09,-11.29"
"83.10,-93.16,-11.44"
"80.76,-94.81,-12.11"
"99.06,-95.85,-5.80"
"99.40,-98.12,-5.10"
"105.68,-96.21,-5.74"
"107.77,-98.08,-4.45"
"106.53,-98.88,-2.38"
"103.48,-99.82,-2.01"
"104.02,-98.02,-1.04"
"104.61,-97.28,-1.03"
"106.06,-95.97,-1.93"
"107.01,-94.90,-2.91"
"108.94,-94.51,-2.20"
"109.73,-92.45,-3.16"
"109.71,-93.48,-3.66"
"109.47,-92.46,-3.99"
"107.88,-93.79,-5.03"
"106.79,-91.11,-5.72"
"108.19,-88.91,-6.59"
"107.57,-91.76,-7.60"
"108.86,-92.06,-8.06"
"109.84,-92.28,-8.30"
"110.93,-93.33,-7.03"
"111.58,-94.72,-6.59"
"110.88,-95.14,-6.37"
"109.78,-91.58,-7.10"
"111.54,-91.31,-7.08"
"112.50,-93.21,-6.69"
"114.54,-93.65,-6.13"
"113.98,-94.29,-5.52"
"112.08,-95.00,-5.53"
"110.76,-94.77,-5.63"
"111.64,-93.24,-7.12"
"113.35,-92.45,-7.45"
"114.41,-93.42,-6.11"
"114.60,-94.15,-5.48"
"114.63,-95.89,-5.10"
"112.76,-94.53,-6.35"
"113.95,-94.97,-6.66"
"113.88,-96.76,-5.73"
"112.78,-93.82,-5.76"
"115.25,-94.45,-7.17"
"116.91,-95.62,-6.36"
"116.61,-98.23,-5.90"
"115.32,-96.55,-6.34"
"115.81,-94.83,-6.78"
"118.26,-94.71,-7.46"
"117.62,-95.78,-6.44"
"119.61,-96.45,-4.53"
"119.11,-95.44,-3.23"
"119.78,-95.89,-1.00"
"119.59,-95.69,0.69"
"119.30,-95.94,2.03"
"119.27,-95.98,2.67"
"119.31,-95.75,2.50"
"119.44,-95.79,1.90"
"119.33,-95.59,1.25"
"119.39,-95.54,0.94"
"119.28,-95.53,0.86"
"119.35,-95.55,0.40"
"119.30,-95.59,-0.24"
"119.28,-95.55,-1.71"
"119.38,-95.57,-2.90"
"119.41,-95.55,-4.15"
"119.43,-95.56,-5.00"
"119.44,-95.57,-6.79"
"119.35,-95.54,-8.06"
"119.20,-95.47,-10.08"
"118.55,-95.37,-10.93"
"116.35,-95.23,-11.44"
"102.92,-92.64,-11.85"
"97.29,-92.58,-12.18"
"93.89,-92.55,-12.42"
"91.58,-92.59,-12.53"
"89.87,-92.62,-12.60"
"89.07,-92.70,-12.65"
"88.44,-92.73,-12.67"
"88.05,-92.74,-12.67"
"87.63,-92.77,-12.67"
"87.29,-92.75,-12.66"
"86.78,-92.68,-12.74"
"86.18,-92.69,-12.84"
"85.25,-92.69,-12.90"
"83.88,-92.68,-13.06"
"83.23,-92.64,-13.21"
"82.79,-92.62,-13.35"
"82.58,-92.73,-13.28"
"82.31,-92.76,-13.18"
"82.15,-92.70,-13.15"
"82.08,-92.75,-13.11"
"82.11,-92.84,-13.02"
"81.97,-92.76,-13.07"
"81.89,-92.73,-13.09"
"81.83,-92.70,-13.18"
"81.66,-92.63,-13.23"
"81.60,-92.64,-13.28"
"81.54,-92.62,-13.30"
"81.50,-92.61,-13.34"
"81.40,-92.62,-13.37"
"81.28,-92.62,-13.45"
"81.19,-92.63,-13.46"
"81.17,-92.68,-13.42"
"81.23,-92.69,-13.37"
"81.19,-92.70,-13.36"
"81.14,-92.66,-13.42"
"80.99,-92.58,-13.52"
"80.91,-92.51,-13.59"
"80.89,-92.49,-13.67"
"80.83,-92.43,-13.72"
"80.78,-92.41,-13.77"
"80.77,-92.44,-13.82"
"80.73,-92.43,-13.86"
"80.66,-92.44,-13.89"
"80.55,-92.41,-13.97"
"80.36,-92.37,-14.18"
"80.34,-92.45,-14.21"
"80.31,-92.49,-14.21"
"80.33,-92.53,-14.19"
"80.37,-92.59,-14.18"
"80.36,-92.63,-14.18"
"80.36,-92.63,-14.14"
"80.41,-92.64,-14.12"
"80.43,-92.68,-14.06"
"80.48,-92.71,-14.04"
"80.54,-92.72,-14.01"
"80.50,-92.67,-13.96"
"80.68,-92.70,-13.82"
"80.78,-92.70,-13.70"
"80.80,-92.65,-13.74"
"80.73,-92.61,-13.78"
"80.46,-92.62,-13.88"
"80.47,-92.62,-13.90"
"80.48,-92.64,-13.90"
"80.58,-92.67,-13.81"
"80.72,-92.69,-13.75"
"80.80,-92.71,-13.70"
"80.83,-92.74,-13.59"
"80.84,-92.72,-13.60"
"80.85,-92.72,-13.58"
"80.87,-92.72,-13.52"
"81.00,-92.72,-13.42"
"81.12,-92.75,-13.31"
"81.22,-92.82,-13.17"
"81.31,-92.88,-13.01"
"81.46,-92.91,-12.92"
"81.51,-92.92,-12.85"
"81.59,-92.95,-12.80"
"81.58,-92.90,-12.84"
"81.52,-92.79,-12.89"
"81.49,-92.73,-12.96"
"81.43,-92.69,-12.99"
"82.39,-96.91,-11.87"
"83.06,-97.23,-11.68"
"79.83,-98.63,-10.96"
"78.00,-97.75,-11.27"
"76.46,-96.08,-11.06"
"75.98,-95.24,-10.48"
"75.46,-93.47,-9.78"
"75.74,-91.12,-10.76"
"76.74,-92.47,-10.11"
"76.43,-94.45,-11.74"
"72.30,-95.63,-12.60"
"72.91,-93.70,-13.04"
"73.51,-91.33,-12.62"
"73.32,-90.97,-13.15"
"73.79,-92.31,-10.75"
"73.43,-89.42,-12.29"
"74.32,-88.91,-10.00"
"72.86,-89.70,-10.92"
"71.22,-90.58,-10.00"
"70.23,-90.38,-10.71"
"71.56,-88.90,-9.81"
"71.56,-89.24,-9.91"
"71.94,-91.01,-7.79"
"69.97,-89.63,-6.23"
"70.49,-90.61,-5.20"
"70.04,-90.19,-5.49"
"69.64,-90.35,-6.25"
"69.75,-90.38,-6.94"
"69.44,-90.01,-7.70"
"69.61,-90.20,-7.92"
"69.43,-89.95,-7.80"
"69.56,-90.16,-7.50"
"69.05,-90.04,-7.37"
"69.05,-90.13,-7.36"
"69.01,-90.08,-7.63"
"69.10,-90.08,-7.76"
"68.13,-90.07,-7.86"
"68.22,-90.07,-7.79"
"68.19,-90.13,-7.91"
"68.24,-90.10,-8.17"
"68.21,-90.13,-8.50"
"68.27,-90.11,-8.95"
"68.34,-90.15,-9.26"
"68.52,-90.22,-9.57"
"68.99,-92.08,-9.76"
"69.38,-92.30,-9.86"
"69.82,-92.36,-10.00"
"70.43,-92.43,-10.19"
"71.20,-92.46,-10.49"
"72.27,-92.55,-10.88"
"73.51,-92.58,-11.28"
"74.97,-92.57,-11.76"
"76.15,-92.64,-12.01"
"77.42,-92.66,-12.26"
"77.86,-92.57,-12.66"
"78.30,-92.61,-12.79"
"78.66,-92.57,-12.95"
"78.91,-92.56,-13.10"
"79.03,-92.55,-13.32"
"79.11,-92.50,-13.46"
"79.22,-92.51,-13.56"
"79.25,-92.52,-13.63"
"79.31,-92.56,-13.67"
"79.56,-92.62,-13.62"
"79.70,-92.66,-13.57"
"79.83,-92.66,-13.57"
"79.90,-92.65,-13.60"
"79.99,-92.64,-13.60"
"80.04,-92.60,-13.64"
"79.86,-92.49,-13.73"
"79.85,-92.44,-13.77"
"79.81,-92.43,-13.83"
"79.84,-92.38,-13.87"
"79.78,-92.35,-13.86"
"79.77,-92.41,-13.94"
"79.72,-92.37,-13.93"
"79.72,-92.41,-13.96"
"79.76,-92.47,-14.00"
"79.68,-92.46,-14.12"
"79.78,-92.47,-14.15"
"79.75,-92.52,-14.15"
"79.83,-92.55,-14.15"
"79.86,-92.56,-14.13"
"79.93,-92.59,-14.11"
"80.03,-92.63,-14.07"
"80.09,-92.57,-14.09"
"80.16,-92.60,-14.08"
"80.25,-92.61,-14.05"
"80.32,-92.61,-14.03"
"80.34,-92.57,-14.08"
"80.46,-92.55,-13.95"
"80.54,-92.62,-13.86"
"80.63,-92.59,-13.78"
"80.82,-92.61,-13.90"
"80.47,-92.81,-13.27"
"80.39,-92.74,-13.30"
"80.52,-92.63,-13.36"
"80.61,-92.68,-13.34"
"80.68,-92.69,-13.41"
"80.64,-92.65,-13.50"
"80.59,-92.57,-13.57"
"80.58,-92.59,-13.62"
"80.60,-92.62,-13.66"
"80.53,-92.67,-13.70"
"80.51,-92.60,-13.79"
"80.49,-92.55,-13.89"
"80.43,-92.49,-13.97"
"80.35,-92.51,-14.06"
"80.20,-92.48,-14.17"
"79.96,-92.45,-14.35"
"79.84,-92.40,-14.43"
"79.75,-92.44,-14.46"
"79.75,-92.40,-14.48"
"79.65,-92.43,-14.65"
"79.62,-92.49,-14.71"
"79.64,-92.52,-14.66"
"79.73,-92.50,-14.60"
"79.76,-92.54,-14.59"
"79.75,-92.61,-14.58"
"79.81,-92.63,-14.54"
"79.84,-92.61,-14.52"
"79.84,-92.60,-14.49"
"79.85,-92.60,-14.51"
"79.78,-92.52,-14.48"
"79.59,-92.64,-14.45"
"79.33,-92.57,-14.62"
"79.56,-92.55,-14.14"
"79.30,-92.59,-13.77"
"79.44,-92.52,-13.59"
"79.36,-92.59,-13.87"
"79.39,-92.51,-14.06"
"79.38,-92.54,-14.10"
"79.30,-92.50,-13.95"
"79.40,-92.50,-13.93"
"79.32,-92.50,-14.03"
"79.29,-92.43,-14.15"
"79.33,-92.40,-14.17"
"79.22,-92.46,-14.36"
"79.21,-92.47,-14.62"
"79.14,-92.43,-14.86"
"79.05,-92.45,-15.04"
"78.92,-92.40,-15.12"
"78.86,-92.45,-15.16"
"78.87,-92.45,-15.26"
"78.94,-92.49,-15.22"
"79.02,-92.57,-15.15"
"79.11,-92.60,-15.07"
"79.18,-92.66,-15.00"
"79.23,-92.70,-14.96"
"79.29,-92.74,-14.92"
"79.34,-92.76,-14.86"
"79.42,-92.75,-14.84"
"79.47,-92.69,-14.85"
"79.47,-92.59,-14.83"
"79.44,-92.56,-14.83"
"79.40,-92.54,-14.89"
"79.32,-92.51,-14.90"
"79.29,-92.52,-14.95"
"79.25,-92.50,-14.95"
"79.23,-92.48,-14.97"
"79.26,-92.50,-15.00"
"79.40,-92.57,-14.98"
"79.41,-92.60,-14.91"
"79.44,-92.55,-14.91"
"79.55,-92.60,-14.86"
"80.51,-92.63,-14.75"
"81.62,-92.34,-16.59"
"80.83,-92.99,-16.50"
"84.72,-92.29,-16.26"
"83.81,-92.23,-16.57"
"83.79,-91.89,-18.36"
"83.02,-92.54,-20.34"
"82.54,-92.62,-21.92"
"81.96,-92.90,-23.61"
"81.32,-92.78,-24.89"
"78.20,-93.12,-26.30"
"77.61,-94.08,-27.89"
"108.53,-84.18,-20.06"
"97.68,-85.77,-21.73"
"99.37,-84.15,-22.70"
"87.74,-85.25,-22.49"
"87.25,-85.20,-22.69"
"85.58,-86.39,-23.99"
"83.69,-86.82,-25.10"
"83.19,-87.50,-26.46"
"85.69,-86.90,-27.60"
"86.63,-86.13,-29.61"
"87.44,-85.31,-29.23"
"88.58,-85.91,-29.78"
"88.53,-84.13,-31.69"
"89.58,-86.49,-32.05"
"94.29,-84.94,-30.21"
"91.44,-85.19,-30.01"
"91.95,-86.07,-31.40"
"90.55,-84.95,-34.59"
"89.96,-86.13,-34.92"
"90.67,-85.70,-34.07"
"90.14,-85.92,-33.24"
"90.77,-85.78,-32.13"
"90.17,-85.89,-31.82"
"90.39,-85.85,-31.84"
"90.03,-85.86,-32.33"
"90.20,-85.81,-32.43"
"90.28,-85.90,-32.27"
"90.36,-85.89,-31.91"
"90.40,-85.93,-31.74"
"90.35,-85.96,-31.54"
"90.38,-85.95,-31.32"
"90.36,-85.99,-30.75"
"90.43,-85.98,-30.16"
"90.41,-86.02,-28.98"
"90.32,-86.07,-27.69"
"90.41,-86.08,-25.81"
"90.36,-86.07,-23.92"
"90.29,-86.10,-22.14"
"90.28,-86.06,-20.43"
"89.72,-86.36,-19.09"
"85.92,-92.46,-18.22"
"83.65,-92.60,-17.16"
"82.24,-92.51,-16.71"
"81.63,-92.47,-16.52"
"81.29,-92.46,-16.30"
"81.04,-92.51,-16.10"
"80.90,-92.48,-16.00"
"80.71,-92.50,-15.91"
"80.55,-92.53,-15.81"
"80.42,-92.56,-15.69"
"80.31,-92.57,-15.60"
"79.95,-92.52,-15.24"
"79.74,-92.49,-15.24"
"79.54,-92.51,-15.23"
"79.61,-92.56,-15.06"
"79.69,-92.60,-14.99"
"79.71,-92.62,-14.90"
"79.84,-92.64,-14.85"
"79.90,-92.75,-14.81"
"79.89,-92.76,-14.75"
"79.97,-92.76,-14.68"
"79.99,-92.73,-14.65"
"78.82,-92.92,-13.48"
"77.04,-92.98,-12.34"
"77.59,-92.97,-12.67"
"80.60,-91.78,-12.72"
"83.97,-90.77,-11.73"
"84.76,-90.30,-10.89"
"86.86,-89.34,-11.73"
"88.05,-89.05,-13.04"
"87.75,-88.83,-14.91"
"87.66,-88.89,-16.07"
"87.58,-88.80,-16.49"
"87.67,-88.86,-16.17"
"87.67,-88.85,-15.58"
"87.75,-88.96,-15.14"
"87.70,-88.99,-15.19"
"87.64,-88.93,-15.47"
"87.62,-88.94,-15.68"
"87.62,-88.94,-15.58"
"87.69,-88.90,-15.41"
"87.65,-88.86,-15.38"
"87.62,-88.84,-15.46"
"87.60,-88.79,-15.51"
"87.58,-88.85,-15.59"
"87.32,-88.94,-15.62"
"85.41,-91.89,-15.67"
"84.26,-92.32,-15.64"
"83.60,-92.52,-15.52"
"83.09,-92.57,-15.45"
"82.85,-92.63,-15.38"
"82.69,-92.64,-15.38"
"82.49,-92.65,-15.30"
"82.39,-92.63,-15.26"
"82.37,-92.67,-15.16"
"82.17,-92.58,-15.16"
"81.86,-92.52,-15.13"
"81.70,-92.56,-15.01"
"81.58,-92.59,-14.92"
"81.50,-92.64,-14.82"
"81.41,-92.64,-14.78"
"81.23,-92.65,-14.74"
"81.07,-92.59,-14.76"
"80.95,-92.59,-14.77"
"80.92,-92.59,-14.69"
"80.79,-92.63,-14.60"
"80.81,-92.68,-14.47"
"80.87,-92.75,-14.37"
"80.91,-92.73,-14.31"
"80.90,-92.74,-14.21"
"80.90,-92.71,-14.16"
"80.91,-92.70,-14.11"
"80.91,-92.68,-14.06"
"80.93,-92.74,-13.99"
"80.87,-92.76,-13.91"
"80.73,-92.68,-13.98"
"80.66,-92.66,-14.07"
"80.65,-92.65,-14.07"
"80.62,-92.70,-14.02"
"80.63,-92.70,-13.97"
"80.56,-92.67,-14.02"
"80.58,-92.70,-13.99"
"80.63,-92.69,-13.99"
"80.63,-92.72,-13.95"
"80.70,-92.72,-13.90"
"80.58,-92.62,-13.97"
"80.52,-92.61,-14.02"
"80.50,-92.60,-14.04"
"80.42,-92.53,-14.11"
"80.26,-92.58,-14.15"
"80.26,-92.54,-14.16"
"80.21,-92.52,-14.21"
"80.19,-92.49,-14.24"
"80.20,-92.55,-14.26"
"80.25,-92.60,-14.20"
"80.29,-92.63,-14.19"
"80.29,-92.64,-14.16"
"80.37,-92.64,-14.12"
"80.39,-92.72,-14.06"
"80.41,-92.73,-13.98"
"80.48,-92.71,-13.97"
"80.51,-92.70,-13.95"
"80.96,-92.73,-13.87"
"80.96,-92.71,-13.82"
"80.90,-92.76,-13.71"
"80.96,-92.76,-13.62"
"80.85,-92.70,-13.65"
"80.83,-92.67,-13.73"
"80.81,-92.66,-13.79"
"80.80,-92.71,-13.76"
"80.76,-92.75,-13.70"
