83.549,-0.946,-0.010,0.001,DEV1
83.557,-0.963,-0.016,0.007,DEV1
83.564,-0.970,-0.018,0.001,DEV1
83.572,-0.951,-0.017,0.008,DEV1
83.580,-0.956,-0.012,0.013,DEV1
83.588,-0.950,-0.014,0.014,DEV1
83.596,-0.963,-0.017,0.006,DEV1
83.604,-0.970,-0.016,0.004,DEV1
83.612,-0.969,-0.021,0.009,DEV1
83.619,-0.954,-0.008,-0.005,DEV1
83.628,-0.946,-0.013,0.005,DEV1
83.636,-0.948,-0.013,0.009,DEV1
83.643,-0.931,-0.007,0.012,DEV1
83.651,-0.957,-0.017,0.008,DEV1
83.659,-0.955,-0.014,0.007,DEV1
83.667,-0.951,-0.015,0.013,DEV1
83.675,-0.943,-0.011,0.012,DEV1
83.683,-0.972,-0.020,0.003,DEV1
83.691,-0.963,-0.021,0.002,DEV1
83.699,-0.937,-0.011,-0.002,DEV1
83.706,-0.949,-0.010,0.009,DEV1
83.715,-0.967,-0.016,0.006,DEV1
83.723,-0.958,-0.013,0.007,DEV1
83.730,-0.965,-0.015,0.015,DEV1
83.738,-0.945,-0.015,0.020,DEV1
83.746,-0.947,-0.012,0.013,DEV1
83.755,-0.960,-0.019,0.014,DEV1
83.762,-0.962,-0.020,0.012,DEV1
83.770,-0.943,-0.008,0.011,DEV1
83.778,-0.962,-0.019,0.015,DEV1
83.785,-0.959,-0.016,0.005,DEV1
83.793,-0.962,-0.016,-0.008,DEV1
83.802,-0.960,-0.008,0.005,DEV1
83.810,-0.948,-0.010,0.009,DEV1
83.817,-0.936,-0.008,0.012,DEV1
83.825,-0.958,-0.016,0.003,DEV1
83.833,-0.943,-0.010,0.011,DEV1
83.842,-0.945,-0.010,0.007,DEV1
83.849,-0.951,-0.010,0.004,DEV1
83.857,-0.952,-0.017,0.005,DEV1
83.865,-0.964,-0.011,0.013,DEV1
83.872,-0.952,-0.018,0.016,DEV1
83.880,-0.964,-0.011,0.013,DEV1
83.889,-0.956,-0.015,-0.006,DEV1
83.897,-0.962,-0.015,0.006,DEV1
83.904,-0.958,-0.013,0.010,DEV1
83.912,-0.960,-0.015,0.003,DEV1
83.920,-0.959,-0.011,0.007,DEV1
83.928,-0.955,-0.015,0.009,DEV1
83.936,-0.961,-0.015,0.003,DEV1
83.944,-0.959,-0.013,-0.001,DEV1
83.952,-0.957,-0.016,0.002,DEV1
83.959,-0.963,-0.014,0.018,DEV1
83.968,-0.961,-0.019,0.011,DEV1
83.976,-0.939,-0.011,0.018,DEV1
83.984,-0.966,-0.028,0.011,DEV1
83.991,-0.959,-0.014,0.016,DEV1
83.999,-0.943,-0.015,0.019,DEV1
84.007,-0.958,-0.010,0.006,DEV1
84.015,-0.961,-0.018,0.005,DEV1
84.023,-0.956,-0.019,0.012,DEV1
84.031,-0.959,-0.017,0.005,DEV1
84.039,-0.965,-0.016,0.007,DEV1
84.046,-0.949,-0.017,0.017,DEV1
84.055,-0.947,-0.007,0.011,DEV1
84.063,-0.950,-0.016,0.002,DEV1
